nomem_encr,gross income,net income,gross income med 2011-2020,gross income std 2011-2020,net income std 2011-2020,age,gender,got married,net income med 2011-2020,how many years first/next child (imp zero),how many years first/next child (imp neg),primary occupation (imp),gross income (imp),net income (imp),civil status (imp),level of education (imp),lives together with partner (imp),urban character (imp),dwelling type (imp),domestic situation (imp),how many years first/next child (imp),how many (more) children (imp),will have (more) children (imp),father birth year (imp),father death year (imp),mother birth year (imp),mother death year (imp),age when parents separated (imp),distance from parents (imp),live together with partner (imp),year relatioship start (imp),year cohabitation start (imp),married (imp),year married (imp),same partner from last year (imp),satisfied with being single (imp),relationship arguments - leisure (imp),relationship arguments - working (imp),childcare hours (imp),childcare expense (imp),children passed away (imp),number of children passed away (imp),household division - jobs (imp),ever contacted a politician(imp),income disparity opinion (imp),opinion - should marry for children (imp),opinion - single parent is acceptable (imp),opinion - divorce is acceptable (imp),number of days for leasure (imp),highest level of education (imp),religion gatherions attendance (imp),speak dutch with partner (imp),speak dutch with children (imp),car value (imp),property value (imp),enterpreneur (imp),pay parental contribution (imp),go to gynaecologist (imp),year last child (imp),num children (imp),how many years first/next child,how many (more) children,will have (more) children,live together with partner,married,same partner,satisfaction with being single,go to gynaecologist,origin (imp),occupation,gross income (imp),net income (imp),civil status,level of education,lives together with partner,urban character,dwelling type,domestic situation,partner has same sex,neuroticism,extraversion,agreableness,conscientiousness,openness,new_child
702863,5500.0,4700,5445.0,511.2094883426941,485.5760162606551,30,female,1,4463.0,0,0,Paid employment,2700.0,2300,Married,"hbo (higher vocational education, US: college)",Yes,Slightly urban,Self-owned dwelling,"(Un)married co-habitation, without child(ren)",0,2,yes,1960,,1966,,,966.0,yes,2006,2016,yes,2019,yes,,practically never,often,,,no,,we do roughly the same amount of work,no,,disagree,disagree,agree,less than 1 day a week,"MBO (intermediate professional education, US: junior college)",never,"yes, often/always",not applicable,,310000,no,not applicable,no,,0,0,2,yes,yes,yes,yes,,no,Dutch background,Paid employment,2700.0,2300,Married,"hbo (higher vocational education, US: college)",Yes,Slightly urban,Self-owned dwelling,"(Un)married co-habitation, without child(ren)",False,0.0120994448995266,0.5940672617420447,0.7030924024650728,0.4538907353395617,-0.889510856984103,1
724129,5991.0,4464,5026.0,436.1034189079642,369.45813033385855,44,male,0,3730.0,,,Paid employment,3645.0,2624,Never been married,"hbo (higher vocational education, US: college)",Yes,Very urban,Self-owned dwelling,"(Un)married co-habitation, without child(ren)",,,no,1953,,1952,,,9810.0,yes,2005,2006,no,,yes,,practically never,occasionally,,,no,,my partner does more than I,no,,fully disagree,fully agree,fully agree,2 days per week,university,never,"yes, often/always",not applicable,20000,,no,not applicable,no,,0,,,no,yes,no,yes,,no,Dutch background,Paid employment,3645.0,2624,Never been married,"hbo (higher vocational education, US: college)",Yes,Very urban,Self-owned dwelling,"(Un)married co-habitation, without child(ren)",False,-0.7330999246450742,1.4197487674972522,-1.1635805996909536,0.1526151404234743,0.639545533915567,0
711663,9154.0,5000,9050.0,334.1281388841786,30.43633687680372,44,male,0,5000.0,5,5,Paid employment,3500.0,2250,Never been married,"hbo (higher vocational education, US: college)",Yes,Not urban,Self-owned dwelling,"(Un)married co-habitation, without child(ren)",5,2,I don't know,1952,,1954,,,27442.1279240514,yes,1997,2001,no,,yes,,practically never,practically never,,,no,,we do roughly the same amount of work,no,,disagree,agree,agree,never,"VMBO, LBO, MULO, ULO, MAVO (lower/intermediate secondary education, US: junior high school)",never,"no, never",not applicable,220000,200000,no,not applicable,no,,0,,,I don't know,yes,no,yes,,no,Dutch background,Paid employment,3500.0,2250,Never been married,"hbo (higher vocational education, US: college)",Yes,Not urban,Self-owned dwelling,"(Un)married co-habitation, without child(ren)",False,0.3749697606123629,-0.7155164455961937,-1.0230752739915516,-0.28932730888391,-0.934473594495004,0
716684,5300.0,3900,4975.0,2247.9225154425385,1730.0197768457124,32,male,1,3900.0,15,15,Paid employment,2300.0,1700,Married,"hbo (higher vocational education, US: college)",Yes,Slightly urban,Self-owned dwelling,"(Un)married co-habitation, without child(ren)",5,2,I don't know,1956,,1955,,,0.0,yes,2010,2015,yes,2018,yes,7,occasionally,occasionally,,,no,,I do a lot more than my partner,no,,agree,agree,neither agree nor disagree,less than 1 day a week,"MBO (intermediate professional education, US: junior college)",never,"yes, often/always",not applicable,6500,400000,no,not applicable,no,,0,,,I don't know,yes,yes,yes,,no,Dutch background,Paid employment,2300.0,1700,Married,"hbo (higher vocational education, US: college)",Yes,Slightly urban,Self-owned dwelling,"(Un)married co-habitation, without child(ren)",False,0.4643184042148041,-0.3295200544315301,-1.6224495010218,-0.7996489874075264,-1.6644356261540736,1
710291,,,1754.75318166547,799.5584869318266,533.2799923124843,32,female,1,1250.0,0,0,Paid employment,2577.4142108627,1750,Married,wo (university),Yes,Not urban,Self-owned dwelling,"(Un)married co-habitation, without child(ren)",0,1,yes,1957,,1962,,3,,yes,2012,2014,yes,2014,yes,9,practically never,practically never,,,no,,I do a lot more than my partner,no,,fully disagree,agree,neither agree nor disagree,less than 1 day a week,,once or a few times a year,"no, never",not applicable,-9,245000,no,not applicable,yes,,0,0,1,yes,yes,yes,yes,,yes,Dutch background,Paid employment,2577.4142108627,1750,Married,wo (university),Yes,Not urban,Self-owned dwelling,"(Un)married co-habitation, without child(ren)",False,-1.5595566014411124,0.4681756613013671,1.6850797011571177,1.4466536341360192,2.1381439082173377,1
718549,1937.0,1615,2069.0,588.6566608719689,272.2466546925997,41,female,1,1615.0,3,3,Paid employment,1937.0,1615,Separated,"hbo (higher vocational education, US: college)",No,Very urban,Self-owned dwelling,Single,0,2,I don't know,1958,,1958,,,1576.0,yes,2008,2011,yes,2013,yes,4,occasionally,practically never,10,150,no,,we do roughly the same amount of work,no,,disagree,agree,fully agree,less than 1 day a week,"HBO (higher professional education, US: college)",once or a few times a year,"yes, often/always","yes, often/always",-9,420000,no,yes,yes,2013,1,,,I don't know,,,,4,yes,Dutch background,Paid employment,1937.0,1615,Separated,"hbo (higher vocational education, US: college)",No,Very urban,Self-owned dwelling,Single,False,-0.032540644367973,0.55766465572018,1.5505215815661233,1.3599189061945387,0.7445754148162143,0
706206,5405.45714972205,4250,5405.45714972205,224.70067138204308,235.68547427859815,31,female,0,4250.0,0,-2,Paid employment,294.454228913054,250,Never been married,"vmbo (intermediate secondary education, US: junior high school)",Yes,Moderately urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",5,1,I don't know,1950,,1956,,,0.0,yes,2019,2019,no,,yes,,practically never,practically never,,,no,,my partner does more than I,no,differences in income should decrease,neither agree nor disagree,agree,neither agree nor disagree,never,"MBO (intermediate professional education, US: junior college)",never,"yes, sometimes","yes, sometimes",,,no,not applicable,yes,,0,,,I don't know,yes,no,yes,,yes,Dutch background,Paid employment,294.454228913054,250,Never been married,"vmbo (intermediate secondary education, US: junior high school)",Yes,Moderately urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",False,-0.6995562167260103,0.8636835910550511,-0.2339395703005082,0.7687479884666086,0.3440235277382342,1
732740,5178.0,4408,3347.0,764.1189057721853,717.2261285162,44,male,0,2576.0,,,Paid employment,2847.0,2135,Married,"mbo (intermediate vocational education, US: junior college)",Yes,Not urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",0,1,no,1953,,1956,2012,,3103.353,yes,1996,1996,yes,1998,yes,,practically never,practically never,5,275,no,,my partner does more than I,no,differences in income should decrease,agree,disagree,agree,never,"MBO (intermediate professional education, US: junior college)",more than once a week,"yes, often/always","yes, often/always",5000,185000,no,yes,no,2013,3,,,no,yes,yes,yes,,no,Dutch background,Paid employment,2847.0,2135,Married,"mbo (intermediate vocational education, US: junior college)",Yes,Not urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",False,-0.6536709188140555,-1.4759632968304028,-2.27459357966826,-0.6057440775508985,0.4730436415892257,0
705704,3767.0,3105,4660.0,430.87840313725775,169.08597121039458,42,male,0,3269.0,5,5,Paid employment,2889.0,2310,Married,"hbo (higher vocational education, US: college)",Yes,Very urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",0,1,no,1942,2010,1943,,23,,yes,2003,2005,yes,2009,yes,,occasionally,occasionally,10,638,no,,we do roughly the same amount of work,no,differences in income should decrease,fully disagree,neither agree nor disagree,agree,never,,never,"yes, often/always","yes, often/always",7000,235000,no,yes,no,2012,1,,,no,yes,yes,yes,,no,Dutch background,Paid employment,2889.0,2310,Married,"hbo (higher vocational education, US: college)",Yes,Very urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",False,-1.2328338095184554,-1.880787419648464,-3.932360073601789,-2.035282249679091,-1.2993503559943769,0
708664,10884.8218220634,6425,5436.3309434535,1728.7951074487717,932.0180173728652,37,female,0,3650.0,4,4,Paid employment,1229.39268819144,925,Married,"mbo (intermediate vocational education, US: junior college)",Yes,Not urban,Self-owned dwelling,"(Un)married co-habitation, without child(ren)",0,1,no,1945,,1948,,,3144.0,yes,2003,2005,yes,2009,yes,,practically never,practically never,16,72,no,,I do more than my partner,no,,disagree,agree,neither agree nor disagree,less than 1 day a week,,never,"yes, often/always","yes, often/always",26000,,no,yes,no,2014,2,,,no,yes,yes,yes,,no,Dutch background,Paid employment,1229.39268819144,925,Married,"mbo (intermediate vocational education, US: junior college)",Yes,Not urban,Self-owned dwelling,"(Un)married co-habitation, without child(ren)",False,0.9435401294315487,1.0673276783808323,1.1357996513500586,-0.230211521764294,0.211640608989435,0
708977,1900.0,1706,2360.0,863.8149885603369,615.2285506736157,40,male,0,2159.0,0,0,Paid employment,1900.0,1706,Divorced,"mbo (intermediate vocational education, US: junior college)",No,Slightly urban,Self-owned dwelling,Single,0,2,yes,1947,2008,1950,,,0.0,yes,2016,2018,no,2007,yes,1,practically never,occasionally,,,no,,I do a lot more than my partner,no,,disagree,disagree,agree,never,"MBO (intermediate professional education, US: junior college)",never,"yes, often/always","yes, often/always",8000,550000,no,not applicable,no,2010,1,0,2,yes,yes,no,yes,,no,Dutch background,Paid employment,1900.0,1706,Divorced,"mbo (intermediate vocational education, US: junior college)",No,Slightly urban,Self-owned dwelling,Single,False,0.2117098801467838,-1.3845524186666722,-0.057826085191036,-0.1422212529834114,0.0883309864159466,1
703627,4800.0,3400,3300.0,828.6564930860916,482.0968014303425,35,female,0,2500.0,10,10,Takes care of the housekeeping,0.0,0,Never been married,"havo/vwo (higher secondary education/preparatory university education, US: senior high school)",Yes,Moderately urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",1,1,no,1955,,1959,,,5902.0,yes,2002,2009,no,,yes,,practically never,practically never,20,140,no,,I do more than my partner,no,,disagree,agree,agree,never,"MBO (intermediate professional education, US: junior college)",never,"yes, often/always","yes, often/always",-8,245000,no,yes,no,2015,2,,,no,yes,no,yes,,no,Dutch background,Takes care of the housekeeping,0.0,0,Never been married,"havo/vwo (higher secondary education/preparatory university education, US: senior high school)",Yes,Moderately urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",False,0.2488172922620832,-0.6355866836282703,0.536863196075706,0.6058902365261224,-0.7487916415418607,0
721490,,,9082.0,2164.1655368697325,1441.4204800477598,28,male,0,5854.0,7,7,Paid employment,0.0,0,Never been married,wo (university),Yes,Extremely urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",5,2,I don't know,1953,,1951,,,0.0,,,,,,,7,,,,,no,,,no,,disagree,agree,agree,2 days per week,not (yet) completed any educational program,never,"yes, sometimes",not applicable,,,no,not applicable,no,,0,,,I don't know,,,,7,no,Dutch background,Paid employment,,,Never been married,wo (university),Yes,Extremely urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",False,-0.9511807632292524,-0.1183867465140743,0.1547406509374385,-0.2439595282339959,1.351332551939442,0
703100,4386.97140777236,3342,3860.63394631548,474.3793136319856,278.0597283761818,43,male,0,2986.0,10,10,Paid employment,1341.91695975884,1000,Never been married,"hbo (higher vocational education, US: college)",No,Slightly urban,Self-owned dwelling,"Single, with child(ren)",4,2,I don't know,1940,,1941,,17,,,,,,,,5,,,,,no,,,no,differences in income should decrease,disagree,neither agree nor disagree,agree,less than 1 day a week,university,never,not applicable,not applicable,,,no,not applicable,no,,0,,,I don't know,,,,5,no,Dutch background,Paid employment,1341.91695975884,1000,Never been married,"hbo (higher vocational education, US: college)",No,Slightly urban,Self-owned dwelling,"Single, with child(ren)",False,0.6184169521823015,-1.2376571494498656,0.3574848137484329,-0.1779615560630329,1.15121111474065,0
705580,3525.42381024349,2500,3525.42381024349,1052.1321504839404,721.6589616731754,30,male,1,2500.0,6,6,Takes care of the housekeeping,948.009599380784,750,Married,"mbo (intermediate vocational education, US: junior college)",Yes,Moderately urban,Rental dwelling,"(Un)married co-habitation, with child(ren)",0,2,I don't know,1965,,1965,,,5662.0,yes,2006,2011,yes,2012,yes,8,practically never,practically never,,,no,,we do roughly the same amount of work,no,,fully disagree,neither agree nor disagree,neither agree nor disagree,never,"MBO (intermediate professional education, US: junior college)",never,"yes, often/always","yes, often/always",,,no,yes,no,2012,1,,,I don't know,yes,yes,yes,,no,Dutch background,Takes care of the housekeeping,948.009599380784,750,Married,"mbo (intermediate vocational education, US: junior college)",Yes,Moderately urban,Rental dwelling,"(Un)married co-habitation, with child(ren)",False,-1.8704654053606011,1.32447713934669,0.0708594143877857,-0.8843542386317429,0.8236922961031402,0
705856,,,,,,37,male,0,,,,Paid employment,0.0,0,Never been married,"hbo (higher vocational education, US: college)",No,Very urban,Self-owned dwelling,Single,,,I don't know,1953,,1954,,,6907.0,,,,,,,6,,,,,no,,,no,differences in income should decrease,fully disagree,disagree,neither agree nor disagree,less than 1 day a week,"MBO (intermediate professional education, US: junior college)",at least once a month,not applicable,not applicable,-9,250000,no,not applicable,no,,0,,,I don't know,,,,,no,Dutch background,Paid employment,,,Never been married,"hbo (higher vocational education, US: college)",No,Very urban,Self-owned dwelling,Single,False,-0.0460643608016584,-1.2879897808939371,-0.2897612085903001,0.6310009111439389,1.4975988278741823,0
700435,4400.0,2950,3750.0,323.2710222001292,243.102909903168,33,male,0,2470.0,8,8,Paid employment,4400.0,2950,Never been married,"hbo (higher vocational education, US: college)",No,Slightly urban,Self-owned dwelling,Single,8,2,I don't know,1942,,1948,,,7928.0,no,2018,,no,,,8,practically never,practically never,,,no,,,yes,,agree,neither agree nor disagree,disagree,1 day per week,"HBO (higher professional education, US: college)",more than once a week,not applicable,not applicable,,300000,no,not applicable,no,,0,,,I don't know,,,,8,no,"Second generation foreign, Western background",Paid employment,4400.0,2950,Never been married,"hbo (higher vocational education, US: college)",No,Slightly urban,Self-owned dwelling,Single,False,-0.8847208901756545,-1.3777987267290377,-0.1786446697695107,1.200372996017841,-0.98564964585873,0
714224,6065.0,6000,5565.0,735.4369815133571,1081.3614104122566,43,female,0,5000.0,1,1,Paid employment,1465.0,1250,Married,"mbo (intermediate vocational education, US: junior college)",Yes,Not urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",2,1,no,1953,,1954,,,0.0,yes,1993,2002,yes,2004,yes,,practically never,practically never,1,,no,1,my partner does more than I,no,,agree,disagree,neither agree nor disagree,never,"HAVO / VWO (higher/pre-university secondary education, US: senior high school)",never,not applicable,not applicable,,450000,no,yes,no,2009,1,,,no,yes,yes,yes,,no,Dutch background,Paid employment,1465.0,1250,Married,"mbo (intermediate vocational education, US: junior college)",Yes,Not urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",False,-1.67033436887723,-0.1146283601899444,-0.3923169362715851,-0.2845662116968328,-1.3810299783205582,0
703331,14600.0,8200,8800.0,2499.690623215841,1274.4702114594324,45,female,0,5400.0,1,1,Paid employment,7300.0,4000,Married,wo (university),Yes,Not urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",1,1,no,1948,,1952,,,58812.0,yes,2000,2001,yes,2003,yes,,practically never,occasionally,24,275,no,,my partner does more than I,no,,fully disagree,neither agree nor disagree,agree,never,"HBO (higher professional education, US: college)",never,"yes, often/always","yes, often/always",3000,990000,no,yes,no,2009,2,,,no,yes,yes,yes,,no,Dutch background,Paid employment,7300.0,4000,Married,wo (university),Yes,Not urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",False,-0.7258616253530444,0.3264235155389514,-0.3598612002871353,0.9731514808519665,0.7687159316776554,0
